ID,Reviewer,Rating,Review Time,Review Content,Owner Response
127,Gabrielle St-Pierre,5,2022-08-10,"Selon moi le meilleur magasin d'instruments de musique, de réparation et d'accessoires dans la grande région de Montréal. Service impeccable de toute l'équipe, autant amical que professionnel. Local bien entretenu et à proximité d'une station de métro polyvalente.
Je recommande à 100%! 👌",None
128,Annie Bergeron,5,2023-04-07,"Super service rapide, bien emballé et bien préservé! Twigg c’est sua coche!🤩🎷 …",Yeah ! Merci Annie !😍
129,kaven jalbert,5,2022-09-09,"Je veux prendre le temps de remercier Pascal Twigg et le personnel de twigg musique pour leur grand professionnalisme. J’ai eu une urgence avec mon saxophone baryton hier matin, je me suis présenté sans rendez-vous. Ils ont réparé mon saxophone immédiatement ce qui m’a permis de faire mon concert qui était quelques heures plus tard. Je dois dire qu’il jouait à merveille 🎶🎷
Merci encore énormément ;)",None
130,Massimo Forgione,5,2022-12-08,"Merci à toute l’équipe pour les judicieux conseils. Une équipe professionnelle et disponible. Je suis client depuis 1997 et toujours aussi satisfait.
Bravo à Mike pour l’ajustement chirurgical de mon Selmer serie 3.",None
131,Alex Dodier,5,2022-07-06,"Je suis client chez Twigg depuis plus de 20 ans et j'apprécie mes visites à chaque fois.
Le personnel est chaleureux, l'espace est convivial, les réparations sont abordables et le service à la clientèle est en or.
Longue vie au Twigg!",None
132,Françoise Poirier,5,2022-07-06,Super magasin! Le personnel était vraiment sympathique et attentif. J'ai eu la chance de pouvoir essayer pleins de modèles de flûtes différents en prenant autant de temps que j'en avais besoin. Ce n'est pas un petit achat anodin alors vos conseils et votre patience m'ont été précieux!,None
133,Philip Rivard,5,2022-07-06,Définitivement l'endroit où se rendre pour obtenir des conseils d'experts pour l'achat d'un instrument à vent. Je m'y suis rendu pour l'achat d'un saxophone alto et d'un picolo pour mon fils et je me suis senti en confiance. On sent qu'ils connaissent bien leurs modèles et qu'il sont là pour nous accompagner dans la meilleure sélection pour nos besoins bien plus que de chercher à faire une vente. Ambiance chaleureuse.,None
134,Michel Laplante,5,2023-04-07,Oui très satisfait du produit et de sa qualité ! Merci et à bientôt. 👍,None
135,Ben “MTL Googler” Kasapiano,5,2022-11-08,"C'est LA PLACE  pour tout ce qui concerne les instruments de musique. Que ça soit pour acheter, louer, réparer ton instrument, des accessoires, ou juste pour un conseil, vous ne trouverez pas une meilleure place. Ça fait plus de 40 ans que je suis client et toujours satisfait a 100% ❤️
This is THE PLACE for all things musical.  Whether it's to buy, rent, repair your instrument, accessories, or just for advice, you won't find a better place.  I've been a customer for more than 40 years and am always 100% satisfied ❤️",None
136,Patrick Boudrias,5,2022-07-06,"Service impeccable, rapide et personnalisé. La famille Twigg et leurs employé(e)s  accordent beaucoup d’importance à leurs clients. On devient rapidement des amis! Il y a beaucoup d’expertise et surtout beaucoup de solutions en cas de pépins. En magasin comme sur la route, c’est toujours mon premier choix",None
137,Ethan Birnie,5,2023-01-07,Merci beaucoup pour le service fantastique! J'ai acheté un bec Otto Link et c'est formidable.,Super bonne nouvelle Ethan ! Merci pour votre confiance !
138,Dominic Choiniere Crevecoeur,5,2022-07-06,"Service parfait. Autant pour l'atelier de réparation, les conseils et les suggestions de ventes. Inventaire diversifié. Personnel très courtois et chaleureux. C'est sûr que j'adopte leur magasin pour l'avenir et je suggère à tout le monde d'aller là. Twigg Musique is the best of the best!!!",None
139,Annik Piuze,5,2022-11-08,"Excellent service! Rapidité de livraison,  je sais que je peux toujours compter sur Twigg musique pour me conseiller, m’aider et recevoir rapidement les articles commandés.  De plus, pour les réparations d’instruments, c’est toujours d’excellente qualité et rapide.  Merci Twigg musique d’être un aussi bon partenaire!",Merci pour cette superbe évaluation !
140,Jean-Christophe Pelletier,5,2020-07-06,"Je n'ai que de bons mots pour le service que j'ai reçu et que je continue de recevoir chez Twigg. Il y a quelques mois, j'ai fait remettre à neuf un vieux saxophone dont j'avais hérité et le travail était superbe! Après quelques semaines d'utilisation, des petits ajustements étaient nécessaires et l'équipe de l'atelier de service s'en ait occupé rapidement et avec attention. À chaque fois que j'y vais, je sens que tout le monde souhaite répondre à mes besoins et me conseiller le plus efficacement possible. Merci à toute l'équipe et à une prochaine fois!","Merci beaucoup pour vos beaux mots, ça fait chaud au cœur de vous lire. Merci!"
141,Marc-Olivier Defoy,5,2022-07-06,Référence à Montréal pour les instruments de musiques . J’ai acheté ma trompette et les guitares de mes enfants chez Twigg musique et ils sont fantastiques. Très bon service après vente . Ils sont dans plusieurs écoles du Québec . Merci Twigg musique !,Merci beaucoup Marc-Olivier ! Nous sommes tellement reconnaissants pour votre message. Au plaisir !
142,André Massicotte,5,2022-07-06,"Ça fait plus de 40 ans que j'achète mes trompettes chez Twigg Musique et c'est toujours une super expérience d'acquérir un nouvel instrument chez eux.  L'expertise, l'expérience et les relations humaines sont au coeur du service chez Twigg. Merci à toute l'équipe et particulièrement à Daniel et Pascal.  Twigg c'est ""the best!"" pour tous les trompettistes.",Merci beaucoup André ! C’est grandement apprécié ! Au plaisir !
143,Leblanc Simone,5,2019-07-07,"On m'a très bien accueilli, j'y suis allé pour l'achat d'un nouvel instrument, l'équipe à pris le temps de me sortir différent modèle d'instruments pour que je puisse les essayer à mon aise. L'équipe fait un effort remarquable pour m'éclaircir dans mon choix d'instrument tout en respectant mes conditions. Très bon conseilles, service amical et conviviale.",None
144,Caroline Genest,5,2021-07-06,J'ai acheté mon saxophone là-bas il y a déjà un moment et j'ai maintenant acheté une trompette. Je fais aussi l'entretien de mon saxophone et je n'ai rien à redire. Le service a toujours été très bien. Merci à cette belle équipe :),Wow merci pour ce superbe commentaire Caroline. Au plaisir de vous voir en magasin prochainement !
145,Jean-François Normand,5,2021-07-06,"Client depuis plus de 20 ans, je crois avoir compris au fil du temps que leur modèle d'affaire, c'est en premier de faire aimer la musique, de l'encourager de toutes les façons possibles... et ainsi de vendre des instruments, des partitions, des accessoires, etc. à des passionnés!

Service super, conseillers à l'écoute et sympathiques, et d'excellents réparateurs (pour la clarinette en tout cas)!",Merci pour ce commentaire et d'avoir pris le temps de nous noter et de partager votre expérience en magasin. Nous sommes fiers de compter parmi notre clientèle les grands noms de la clarinette ici au Québec et ailleurs !
146,Pascal “LeProf” Goyette,5,2021-07-06,"Toujours été bien servi.  La gang ont une grande fierté de vraiment nous aider à trouver le meilleur (pas toujours le plus cher) pour nos besoins.  Service de réparation ""sur la coche"".  Prix spéciaux et flexibilité pour les corps de cadets et escadrons.  Merci à Pascal Twigg et sa gang!",None
147,Mario Bello,5,2021-07-06,"Lorsque je me suis présenté chez Twigg pour leur faire part de mon projet de retraite d'étudier la clarinette basse, un des membres de l'équipe m'a donné un précieux conseil  à propos du modèle que j'envisageais d'acquérir : attendre la vente annuelle du fabricant pour profiter de leur rabais ...

J'ai fait carrière au service à la clientèle et je vous assure que c'est très rare qu'une entreprise se montre si dévouée du côté du client !!! Déjà au secondaire (1968), mon professeur m'avait recommandé cette adresse et je comprends pourquoi : un accueil sincèrement chaleureux, un souci de bien cerner et combler les besoins des musiciens et un travail d'atelier très professionnel, impeccable et sans reproches ! Longue vie à toutes l'équipe et mille mercis ( particulièrement à Baptiste) pour votre gentillesse et vos compétences hors pair !!!",None
148,Josée Lapointe,5,2022-07-06,"Conseils judicieux, bonne connaissance des instruments. Un accueil et service impeccables qui mettent en confiance pour l'achat approprié.  Merci Pascal pour votre service et votre temps.",None
149,Isabelle Couture,5,2021-07-06,"Excellent service ! Personnel très courtois et très connaissant, à l'écoute de nos besoins. On peut faire l'essai d'instruments ou d'accessoires avant d'acheter. Très beau magasin de musique avec beaucoup choix d'instruments neufs et usagés. Cela fait 2 saxophones que je m'achète chez twigg et toujours satisfaite à chaque fois. Très bons produits et service de réparation rapide. Merci twigg","Merci pour votre évaluation, Isabelle ! Nous sommes ravis de voir que vous avez eu le service que vous méritez dans nos magasins et nous espérons vous revoir... peut-être pour un troisième saxophone ? Ou alors pour entretenir ceux que vous avez présentement !"
150,Sylvain Zimmer,5,2020-07-06,Excellent service! Nous voulions acheter une clarinette usagée pour nos ados qui fréquent le secondaire et n'ont plus accès aux instruments. Un conseiller nous a rapidement répondu au téléphone et nous a conseillé une clarinette un peu moins cher et de meilleure qualité. Elle nous est arrivée 2-3 jours plus tard avec tous les accessoires nécessaires pour son entretien dans la boite! Belle surprise et bien meilleur achat que ce que l'on aurait pu avoir sur Kijiji ou autre.,"Merci pour votre évaluation Sylvain ! Nous apprécions le temps que vous avez pris pour partager votre expérience chez nous. Le service impeccable de Twigg Musique va bien au delà de la simple vente, il nous fera plaisir de vous conseiller et de vous accompagner pour l'entretien et les ajustements sur votre instrument ainsi que pour répondre à toutes les questions que vous pourriez avoir sur votre nouvel achat. Bonne journée et au plaisir !"
151,Pierre Vaillancourt,5,2021-07-06,"Quand je magasine un instrument à vent, sans aucune hésitation c’est toujours chez Twigg que je vais. L’accueil est chaleureux, amical, le choix est vaste et on y est toujours bien conseillé. Les propriétaires, Pascal et Daniel, y sont accessibles, à l’écoute et toujours soucieux de répondre à nos besoins ou nos demandes. On se sent toujours bien quand on entre chez Twigg !","Wow! Quelle splendide recommandation. Vous avez saisi exactement ce que nous essayons de faire chaque jour, offrir nos bons services dans une ambiance chaleureuse et amicale. Toute notre équipe même les propriétaires sont toujours à votre écoute! Merci milles fois d'avoir pris le temps de nous écrire."
152,Amiele Joannisse,5,2021-07-06,"Qualité de service impeccable! J'ai fait faire une mise à neuf de ma flûte, et wow! Elle joue vraiment comme une neuve! Excellents conseils et personnel toujours aussi sympathique. Twigg, c'est vraiment la crème de la crème :)",Merci Amiele pour les beaux mots. Ça fait extrêmement plaisir de savoir votre satisfaction!
153,Simon T,5,2021-07-06,"L’équipe Twigg est géniale ! Être client c’est faire partie de la famille. Il y a une raison pourquoi ils sont le choix des professionnels et des écoles du Québec. Vous pouvez essayer les instruments dans les locaux insonorisés sans aucune pression. Si votre produit n’est pas en stock ils vont vous le trouver ! Avec l’atelier de réparation, vous pouvez être certain que votre instrument sera réparé ou entretenu selon les standards du fabricant.","Merci pour votre évaluation Simon ! Vous avez bel et bien capturé l'essence même du magasin et de notre compagnie familiale. Merci d'avoir pris de votre temps pour contribuer à notre rayonnement, c'est toute notre grande famille qui vous dit merci !"
154,Léonie Deschênes,5,2019-07-07,"Chez Twigg Musique, c'est toujours un service courtois et efficace qui nous est offert! La qualité impeccable de son service à la clientèle en fait un commerce de choix pour l'achat d'instruments, d'accessoires de musique ou de partitions. Les employés sont chaleureux et à l'écoute des besoins de ses clients. Allez y faire un tour, vous ne serez pas déçus!",Merci beaucoup pour votre message Léonie ! Nous sommes chanceux de vous avoir comme cliente
155,Sylvain Jolicoeur,5,2022-07-06,"La technicienne Mégane a fait des ajustements sur ma clarinette sib récemment.  En plus, je lui avais demandé d’ajouter un liège à une clé pour améliorer l’ergonomie.  Je suis très satisfait du résultat.  Merci",None
156,Tom Jacquème,3,2021-07-06,"J'ai commandé une guitare classique en location, j'ai reçu un instrument neuf, dont les frettes étaient extrêmement abîmés, rayées, rugueuses. Les cordes ont tenu deux semaines. Impossible de jouer la guitare après cela.
Cela dit le personnel est courtois et le service de location a été arrangeant. La location s'est terminée prématurément mais je retournerai chez Twigg si j'en ai le besoin sans soucis.","Bonjour Tom, nous sommes vraiment désolés de voir que votre expérience à été décevante avec l'instrument neuf que nous vous avions envoyé pour la location. Comme toutes les PME du Québec présentement qui fonctionnent à personnel très réduit, nous nous efforçons chaque jour d'offrir le même service 5 étoiles auquel nos clients sont habitués avec une fraction de la main d'oeuvre. C'est pourquoi nous vous rembourserons au complet votre location et nous payerons gracieusement le transport de l'instrument pour son retour dans notre boutique. Nous espérons également que ce geste de notre part pourra vous redonner confiance en nos magasins car chez Twigg Musique nos clients et leur satisfaction sont vraiment notre priorité et nous prenons vos commentaires très au sérieux. Bonne journée !"
157,Cindy Paré,5,2021-07-06,"Les meilleurs. Pour l'entretien de votre instrument personnel, il n'y a nulle part d'autre où vous voudrez le laisser après l'avoir récupéré. Ils en prennent grand soin et garantissent leur travail. Un truc mineur à réparer? Si vous avez quelques minutes, ils le feront sur-le-champ. Besoin d'un accessoire? Quelqu'un sera là pour vous conseiller. Allez-y, vous serez charmé par l'ambiance familiale qui règne et le service attentif offert à chaque visite.",Wow ! Merci pour votre évaluation. Nous avons beaucoup de fierté pour notre service à la clientèle et nous travaillons très fort pour donner notre 100% chaque jour. Merci à vous d'avoir pris le temps de nous évaluer comme ceci et d'avoir partagé votre expérience en magasin. Merci milles fois !
158,Genevieve Goulet,5,2021-07-06,"Ça fait 20 ans que je fais affaire avec Pascal et la grande famille Twigg et je ne suis jamais déçue. Autant pour mes besoins en tant que musicienne que mes besoins comme enseignante, Twigg est toujours là pour aider avec un bon service personnalisé. Ils font tout en leur pouvoir pour avoir un service hors pair. Recommande à tous.","Ça fait vraiment plaisir de lire ça, Geneviève. Merci du fond du coeur !"
159,Carl Lévesque Imbeault,5,2022-09-09,"Choix et service exceptionnels!
Assistance et soutien particulier et conseils judicieux lors de l'achat d'un instrument.
Service de réparation et de mises au point de très haute qualité, effectués dans des délais minimes.
Une équipe de gens sympathiques et passionnées!",None
160,Olivier Blais,5,2021-07-06,"Que vous soyez débutant, intermédiaire ou même professionnel à votre instrument, Twigg Musique, c'est la référence absolue. Bien plus qu'un magasin de musique, c'est un lieu de conseil, d'expertise, un gage de pertinence et de fiabilité.

Ils se démarquent à un point tel que d'autres magasins de musique les nomment en référence.

Twigg Musique, c'est une équipe fidèle et compétente qui vous respecte et vous donne un service d'une étonnante impeccabilité.

En gros, Twigg c'est ma boutique préférée depuis longtemps et pour longtemps.",Wow Olivier ! Merci pour cette superbe évaluation. Nous sommes toujours contents de te voir en magasin et de pouvoir te conseiller pour ton prochain achat et d'entretenir ta superbe collection d'instruments.Au plaisir de te revoir bientôt !
161,Jonathan Attis,5,2022-08-10,Je fais affaire avec Twigg Musique depuis plus de 15 ans et je suis toujours aussi satisfait par leur service de qualité exemplaire!,None
162,Geneviève Lefebvre,5,2021-07-06,"Super service! J'y ai d'abord fait remettre à neuf ma vieille Yamaha qui m'est revenue comme en 1979! Ensuite, ils m'ont accompagnée dans le choix de ma superbe Powell 705. C'est rassurant de savoir qu'on peut toujours compter sur eux pour répondre à tous nos besoins. Merci et longue vie à Twigg!",Wow merci énormément pour cette superbe évaluation. Nous sommes vraiment heureux que notre tradition d'un service à la clientèle impeccable vous ait suivi d'une flûte à l'autre ! Joyeuses fêtes à vous et bonne pratique avec votre superbe Powell 705 !
163,Michael Sandy Peters,5,2020-07-06,"Si vous cherchez des vendeurs, vous n'en trouverez pas chez Twigg. Vous allez plutôt trouver du personnel passionné, tous des musiciens, qui savent de quoi ils parlent. Ils ne sont pas intéressés à vous vendre n'importe quoi. Ils veulent que vous ayez le plus de plaisir et le plus de satisfaction possible avec l'instrument ou l'accessoire que vous aurez choisi. C'est, de tous les magasins de musique que je connais, le plus dédié à s'assurer que vous partirez content et satisfait. Leur service en ligne (via messenger) est absolument remarquable. Leur atelier d'entretien et de réparations est, selon moi, unique au Québec pour la polyvalence des instruments qu'ils peuvent entretenir. Ils vous fourniront des conseils judicieux dans l'achat d'instruments, de becs, de anches, etc... Vraiment, je leur lève mon chapeau.",Merci pour votre commentaire Michael ! Nous sommes terriblement chanceux de vous compter parmis nos clients
164,Carolanne Laporte-paré,5,2020-07-06,"Superbe service personnalisé à chaque fois que j’y vais.
La première fois je suis arrivée 10 minutes avant la fermeture sans le savoir et j’ai quand même reçu un super service. J’y ai acheté un saxophone d’étude que je suis sur le point de changer. L’atelier de réparation à su me proposer une alternative pour un problème physique et ce sans frais afin d’atteindre plus facilement les clés de main gauche. Je suis allée essayer des saxophones de gamme professionnel et la jeune fille m’a apporté chaque instrument qui m’intéressait. Par la suite elle m’a aussi proposé d’essayer différents becs sur les saxophones qui au final m’intéressaient le plus. Je recommande à tout ceux qui jouent d’un instrument à vent.",Merci pour votre message Carolanne ! Chez Twigg Musique nous saurons toujours trouver l'instrument qui convient à nos clients et nous sommes contents de savoir que vous avez reçu le service que vous méritez ! Merci pour votre support.
165,Mister E,5,2021-07-06,J'ai loué une flûte traversière Yamaha de très bonne qualité pour niveau intermedière pour 1 mois pour 33$ taxes incluses puis je ne l'ai pas regretté. J'ai appelé à mon dernier jour de contrat pour leur signaler un retard puis il m'ont bien assister pour le retour avec délais. Service à la clientèle impeccable dans la sucursale et par téléphone. Will go again.,"Merci beaucoup pour votre évaluation. Nous misons sur un service impeccable et humain, nous sommes une petite entreprise qui a à coeur ses clients et nous sommes ravis que vous ayez eu le service que vous méritez chez nous ! Merci encore !"
166,Nicolas P,5,2020-07-06,"Je n'ai jamais été autant satisfait d'un magasin, les vendeurs et vendeuses sont hyper sympa, ils conseillent très bien, si il y a un problème sur l'instrument on peut changer super facilement, les prix sont plus que raisonables et louer comme rapporter l'instrument c'est fait super vite et très simplement.
Je recommande très fortement cet établissement !
(Pour info : j'ai loué là-bas un saxophone pendant 8 mois)",Bonjour Nicolas ! Merci beaucoup pour votre commentaire. Nous travaillons très fort pour offrir un bon service à nos clients et nous sommes ravis de voir que vous avez été traité comme il se doit chez nous ! Au plaisir !
167,Marie-Pierre Michaud,5,2021-07-06,"Service plus qu’exceptionnel, équipe à l’écoute et qui s’y connait plus que visiblement ! Je suis une jeune du secondaire qui s’est vue couper l’accès à ses instruments jusqu’à la fin de sa scolarité et qui a travaillé fort pour pouvoir s’offrir un saxophone et une flûte et on m’a conseillé selon mon budget et mes besoins avec transparence et passion

Merci pour votre temps, votre patience et votre service, vous avez fait plus que ma journée !","Merci pour votre commentaire, Marie-Pierre ! Toute l'équipe vous souhaite bonne chance dans la poursuite de vos études et de votre passion pour la musique. Nous offrons également un service après vente 5 étoiles comprenant réparation, entretien et bien entendu tous les conseils dont vous avez besoin pour garder vos instruments au plus haut niveau."
168,Genevieve Deraspe,5,2021-07-06,"Très bon service, que ce soit pour la vente ou la réparation d'instruments, auprès des particuliers et des écoles.
Twigg Musique, c'est une équipe dévouée, sympathique et à l'écoute de ses clients, qui s'implique dans le milieu musical québécois.
Bravo et merci!","Merci pour cette superbe évaluation, ça fait chaud au coeur de lire ces beaux mots. Merci du fond du coeur Geneviève !"
169,Veronique Mathieu,5,2019-07-07,Personnel très compétent et à l'écoute de ses clients.  super service à la clientèle.  Je les recommande très fortement.  J’y suis cliente depuis 1996 depuis l’achat de ma première trompette professionnelle et j’y suis toujours cliente en tant qu’enseignante de musique au secondaire pour l’achat et la réparation de tous mes instruments.,Merci pour votre message Véronique ! Nous sommes fiers d'être à l'écoute de nos clients depuis maintenant 61 ans et de vous compter parmis nos clients.
170,Rachel Therrien,5,2019-07-07,"Twigg music est mon magasin préféré! Je vais chez eux depuis 20 ans et je jamais eu meilleur service ailleurs.

Et Pierre Olivier répare ma trompette depuis plusieurs année et je me sens très en confiance avec lui et toute l'équipe sur place.",Merci beaucoup pour votre message ! Ça fait absolument chaud au coeur de recevoir une évaluation d'une musicienne professionnelle respectée et très active sur la scène musicale !
171,Duo Beija-Flor,5,2021-07-06,Depuis plus de 30 ans je fais affaire avec Twigg et j'ai toujours été extrêmement satisfaite.  Les réparations sont toujours faites avec minutie et le service est super attentionné.  Je recommande sans hésitation!,Merci tellement pour cette superbe recommandation ! Nous espérons pouvoir entretenir vos instruments pour au moins 30 ans encore !
172,François Bussière,5,2019-07-07,"Twigg est la référence en termes d'instruments à vent au Québec et dépasse ceci. Difficile de trouver un meilleur choix, tant dans l'usagé que dans le neuf, de l'instrument de débutant à l'outil professionnel. Le service est personnalisé, impeccable et ultra-sympathique. L'atelier de réparation est sur place et fait des merveilles, de la simple soudure à la restauration majeure. Recommandé!",Merci beaucoup d'avoir pris le temps de donner votre avis. Vos mots donnent chaud au coeur! Merci
173,Stéphane Dumouchel,5,2021-07-06,"Twigg Musique a un Excellent Service aux client, particulièrement M. Pascal. A qui, sur une période de plusieurs semaines a sue me tenir au courant sur un instrument qui tardait d'arrvier au magasin.  Twigg Musique m'a donné le sentiment que chaque client compte.  Je recommande Twigg Musique.   Merci",None
174,Serge Racine,5,2022-07-06,"Je part de st-jérôme pour aller chez twigg 60 km

et j y trouve a chaque foi plus que ce que je m attand.

Un Service A+ et  le plus important des gens a l écoute de mes besoin ,avec une expertise extraordinaire. Des vrais pro.

Merci",Un immense merci Serge pour le message ! C’est grandement apprécié et nous en sommes très reconnaissants. Au plaisir !
175,Stéphane Beaulac,5,2019-07-07,"Le meilleur endroit pour les instruments à vent à Montréal. Musicien professionnel depuis 20 ans, j’ai toujours pu apprécier le service courtois, l’éventail de choix d’instruments et accessoires et la compétence des réparateurs de cette entreprise familiale depuis plus de 60 ans! Fortement recommandé.",None
176,Pascal Gilbert,5,2020-07-06,"Service hors pair et flexible, je suis venu en accompagnant quelqu'un et j'ai été immédiatement et gentiment abordé. L'acceuil est chaleureux sans être pressant, on sent que les employés sont  là pour être sûr que toutes vos questions sont répondues même si vous n'avez pas fais d'achat.",Merci pour votre témoignage Pascal ! En effet chez Twigg Musique nous sommes toujours heureux de pouvoir répondre à vos questions et nous sommes heureux de savoir que vous avez eu un bon service chez nous !
177,Jean-Guy Boisvert,5,2019-07-07,En tant que musicien professionnel j'ai toujours été servi de façon impeccable par Twigg Musique et l'ensemble de ses employés dont plusieurs sont devenus bien plus que de simples relations professionnelles au fil des ans et devrais-je dire des décennies. C'est en plus une entreprise familiale ce qui est certainement un plus en ces temps de mondialisation à outrance. Twigg musique est toujours pour moi et mes élèves - quel que soit leur budget-  l'endroit où aller pour acheter le meilleur instrument et en faire l'entretien.,"Wow ! Quel merveilleux témoignage, merci beaucoup et au plaisir de vous voir en magasin bientôt !"
178,Corinne Lanthier,5,2019-07-07,"Je vais chez Twigg depuis plus de vingt ans.  J'y suis toujours accueillie chaleureusement.  L'équipe de réparation fait un excellent travail et est très flexible au point de vue des horaires.  Je trouve toujours ce dont j'ai besoin, c'est pourquoi je recommande Twigg Musique à tous mes élèves!",Merci pour votre message ! Nous sommes très heureux de pouvoir vous compter parmis nos clients et nous espérons pouvoir vous servir pour encore longtemps !
179,Audrey-Kristel Barbeau,5,2021-07-06,"Excellent magasin de musique. Personellement, c'est MA référence pour tout ce qui a trait à l'achat d'instruments, de partition et de matériel d'entretien. Une entreprise familiale qui a su se monter une excellente réputation. Bravo la gang!","Merci Audrey-Kristel, nous sommes ravis d'être ta référence en musique et ton commentaire nous fait chaud au coeur ! Merci milles fois"
180,Denis St-Onge,5,2021-07-06,"L'équipe de Twigg Musique est toujours à l'écoute de mes besoins. À chaque fois que je communique avec eux, je me sens unique. L'expérience de l'achat en ligne est très efficace et rapide et une visite au magasin de Montréal et Québec est, pour moi, un pèlerinage. Merci de supporter le monde musical.
Twigg Musique est la référence!","Wow ! Quel superbe commentaire. Merci beaucoup d'être un client aussi génial, au plaisir de vous voir dans l'une de nos boutiques. Merci énormément d'avoir pris de votre temps pour nous noter ainsi."
181,Pierre Fichault,5,2022-09-09,"Bon service, personnel qualifié et chaleureux. Endroit parfait pour les amants de la musique. Bravo les champions",None
182,Marie-Eve Arseneau,5,2020-07-06,"L’école FACE fait affaire avec Twigg depuis de nombreuses années. En plus de vendre des instruments de qualité/durables, ils ont un excellent service à la clientèle. Leur conseillère pour le secteur anglophone, Teresa Lescaudron, est d’une grande efficacité en plus d’être toujours là pour ses enseignants que ce soit pour un conseil ou une référence. Le service de réparation en magasin est aussi très efficace et que dire du sympathique et très compétent Daniel Beaulé qui est leur réparateur sur la route. Bref, Twigg est une entreprise familiale comme il s’en fait peu de nos jours qui, en plus d’offrir des produits et un service de qualité, a vraiment à cœur ses clients.",Merci pour votre témoignage ! Nous apprécions votre commentaire et espérons vous voir très bientôt en magasin !
183,Claude St-Jean,5,2022-08-10,Excellent service. Personnel sympathique. Réparation A1 sur ma vieille et cabossée sourdine de trombone. Merci Twigg.,None
184,Max,5,2021-07-06,"Expérience d'achat incroyable ce matin. Quel chic type. M. Twigg lui-même a pris tout son temps, répondu à toutes mes questions, proposé plusieurs options, m'a fait essayer différents produits (même en tant de Covid, des saxophones essayés directement sortis de leur emballage!). Il m'a conquis. Je suis maintenant un de ses fidèles! Merci Pascal, on se revoit bientôt. Sébastien 👍🎷🎵","Wow ! Nous sommes ravis de voir que vous avez eu l'expérience 5 étoiles que nous voulons offrir à tous nos clients. Même en temps de COVID nous assurons le même service, mais avec plus de précautions. Nous apprécions le temps que vous avez pris pour nous évaluer et nous sommes toujours contents de pouvoir aider nos clients, même après la vente avec des conseils sur l'entretien de l'instrument ou sur des nouveaux produits ! À bientôt"
185,Remi Bolduc,5,2019-07-07,Merci à l’équipe de Twigg pour leur support de la scène musicale. Je suis saxophoniste et le magasin pour mon instrument c’est Twigg. C’est un magasin familial et c’est évident quand on y entre de par l’ambiance qu’y règne. De la jovialité et surtout des employés qui connaissent leur travail et qui sont efficaces. C’est chez Twigg que je fais réparer mes instruments et c’est également chez eux que j’achète mes anches et mes accessoires de saxophone.,None
186,Maxime Sarrasin,5,2021-07-06,"Twigg Musique est la référence en matière d'instruments à vent et de percussions pour moi depuis plus de 20 ans. À mes yeux, Twigg Musique c'est un peu comme la boutique de baguette magique de Mr. Ollivander dans Harry Potter. On s'assure que l'instrument choisisse son propriétaire! C'est la référence dans le domaine au Québec et cette belle entreprise familiale saura vous guider, vous conseiller et vous aider à faire le meilleur choix de service, de location ou d'achat selon votre niveau, votre budget et surtout vos besoins. C'est précieux et de plus en plus rare de nos jours... ❤","Wow qu'elle recommandation incroyable ! Nous sommes vraiment contents d'être comparés à Olivander et ses baguettes magiques. Je crois que nous avons autant de magie en magasin... et peut-être même plus ? Nous avons certainement un petit groupe de magiciens à l'oeuvre dans l'atelier qui font disparaître les tracas et les ""poques"" sur les instruments ainsi qu'un autre groupe de magiciens aux ventes qui matérialisent les rêves de plusieurs. Merci pour votre évaluation, du fond du coeur !"
187,Thierry Champs,5,2019-07-07,"Twigg musique est plus qu'un magasin. C'est une famille dévouée qui s'implique de multiples façons au Québec depuis plus de 60 ans maintenant.
Ce fleuron québécois soutient autant les musiciens professionnels ou en devenir, les institutions scolaires, ou encore les festivals.
Travaillant avec eux depuis de nombreuses années en tant que trompettiste professionnel, mais aussi professeur d'université, j'ai toujours été accueilli chaleureusement et conseillé judicieusement. J'apprécie grandement leurs compétences et leur accessibilité.
L'éducation musicale ne survivrait pas sans le support de l'industrie musicale et Twigg musique peut être fier d'être plus qu'un partenaire au Québec.
Un endroit incontournable pour tout musicien qui se respecte ou curieux!
Bravo à toute l'équipe.",Merci pour ce message ! C'est touchant de recevoir l'appui de musiciens professionnels respectés dans le milieu au Québec ! Nous sommes fiers de vous compter parmis nos clients !
188,Roselyne Girouard,5,2021-07-06,"Un magasin magique pour tous les amoureux d’instruments à vent et autres. Une entreprise familiale extraordinaire depuis plus de 50 ans, près de leurs clients. Je suis une cliente satisfaite depuis 25 ans.",Merci du fond du coeur pour cette superbe recommandation !
189,Claire Goguen,5,2020-07-06,Quel formidable magasin de magasin de musique et personnel ultra-qualifié! On y trouve tout ce dont on a besoin et même mieux ciblé grâce aux recommandations de ces experts. Et la fille Twigg gagne un Oscar en générosité et implication auprès de la communauté musicale du Québec. La vie sera tout simplement plus moche sans eux!!!,Merci pour votre témoignage Claire ! Nous espérons vous voir en magasin très bientôt
